,ºË†Ê¨Ç°ÂπÊ,™Â´È‰ø™ËÇ°Ê,™Â´ÈªÂÇ°Ê,™Â´ÈªÂÇ°Ê,Ê∞¥Ê≥•È°,È£ÅÈ°,Â°†È°,Á¥°ÁÁ∫Á∂≠È,ªÊÊ©Ê¢∞È,ªÂ®ÈªÁÈ°,Â≠∏Á\´ÁÇÈ°,Â≠∏È,\´ÁÇÈ°,ªÁ∂Á∑È,\†Á¥È°,ºÈµÈ,Ê©°Ë†È°,Ê±ΩËÈ°,ªÂÈ°,Â∞È´È°,ªË¶Â\±ÈÇË®≠ÂÇÈ°,ªÈ,\‰ø°Á∂≤Ë∑ØÈ,ªÂ∂Á‰ª∂È,ªÂ\Ë∑ØÈ,Ë≥Ë®È°,∂‰ªÂÈ°,Âª∫Ê\†È°,™ÈÅÈ°,Ëß\È°,‰ø™È,Ë≤øÊæË≤®È°,Ê≤πÈªÁÊ∞,∂‰È°
11:27:00,"9,956.93","8,451.50","13,456.10","11,510.10",113.85,"1,445.72",253.17,476.58,168.06,40.4,96.34,97.71,66.85,37.84,203.84,98.84,307.85,264.18,415.47,142.84,101.85,43.5,124.74,89.16,114.31,89.87,104.32,259.68,60.84,119.16,"1,115.07",225.1,133.03,246.93
11:27:05,"9,958.87","8,453.33","13,455.40","11,509.05",113.85,"1,445.72",253.06,476.58,168.06,40.4,96.35,97.73,66.85,37.84,203.84,98.84,307.85,264.18,415.64,142.84,101.85,43.49,124.61,89.15,114.31,89.87,104.7,259.72,60.84,119.16,"1,115.12",225.1,133.03,246.9
11:27:10,"9,956.38","8,451.16","13,455.17","11,509.70",113.85,"1,447.18",253.06,476.58,168.05,40.4,96.36,97.74,66.85,37.84,203.84,98.84,307.85,264.18,415.45,142.84,101.87,43.48,124.73,89.15,114.31,89.87,104.32,259.72,60.84,119.16,"1,114.90",225.1,133.03,246.89
11:27:15,"9,960.46","8,454.83","13,456.31","11,509.94",113.85,"1,445.72",253.17,476.58,168.05,40.4,96.36,97.74,66.85,37.84,203.81,98.84,307.85,264.18,415.73,143.08,101.87,43.47,124.61,89.15,114.31,89.87,104.31,259.72,60.84,119.16,"1,115.17",225.1,133.03,246.89
11:27:20,"9,961.50","8,455.54","13,457.65","11,510.41",113.85,"1,445.63",253.16,476.58,168.04,40.4,96.36,97.74,66.85,37.84,203.81,98.97,307.85,264.16,415.78,143.08,101.87,43.48,124.73,89.15,114.31,89.87,104.31,259.68,60.81,119.16,"1,115.44",225.1,133.03,246.89
11:27:25,"9,958.27","8,452.61","13,460.76","11,515.01",113.85,"1,447.08",253.08,476.54,168.04,40.48,96.36,97.74,66.85,37.84,203.81,98.84,307.89,263.97,415.46,142.84,101.85,43.47,124.75,89.16,114.31,89.87,104.31,259.68,60.81,119.16,"1,115.24",225.1,133.63,246.86
11:27:30,"9,962.65","8,457.03","13,461.67","11,516.66",113.85,"1,447.08",253.16,476.54,168.03,40.4,96.35,97.74,66.85,37.84,203.81,98.97,307.89,263.97,415.76,143.09,101.85,43.49,124.64,89.17,114.31,89.87,104.31,259.68,60.84,119.16,"1,115.11",225.11,133.63,246.86
11:27:35,"9,961.15","8,455.93","13,455.65","11,510.77",113.93,"1,447.08",253.15,476.54,168.03,40.4,96.35,97.74,66.85,37.84,203.7,98.97,307.89,263.97,415.8,143.09,101.83,43.49,124.75,89.17,114.35,89.87,104.31,259.68,60.84,119.16,"1,114.78",225.11,133.03,246.85
11:27:40,"9,956.44","8,451.29","13,455.92","11,510.91",113.93,"1,447.08",253.15,476.54,168.03,40.4,96.35,97.74,66.85,37.84,203.7,98.97,307.88,263.97,415.44,142.83,101.81,43.48,124.75,89.18,114.35,89.87,104.32,259.68,60.84,119.16,"1,114.83",225.11,133.03,246.88
11:27:45,"9,958.62","8,453.13","13,461.87","11,517.02",113.93,"1,447.08",253.16,476.54,168.06,40.4,96.37,97.76,66.85,37.84,203.58,98.97,307.88,263.97,415.46,142.82,101.83,43.49,124.76,89.17,114.3,89.87,104.32,259.68,60.84,119.16,"1,115.08",225.11,133.63,246.88
11:27:50,"9,961.96","8,456.01","13,462.19","11,515.99",113.93,"1,447.08",253.16,476.03,168.07,40.48,96.36,97.74,66.85,37.84,203.58,98.97,307.88,263.97,415.7,142.84,101.84,43.49,124.76,89.17,114.3,89.87,104.7,259.68,60.85,119.16,"1,115.42",224.89,133.63,246.86
11:27:55,"9,958.42","8,453.25","13,458.64","11,514.28",113.93,"1,447.08",253.07,476.27,168.07,40.4,96.36,97.74,66.85,37.84,203.58,98.83,307.88,263.97,415.52,142.85,101.86,43.51,124.76,89.17,114.3,89.87,104.32,259.68,60.85,119.16,"1,114.81",224.89,133.63,246.86
11:28:00,"9,957.14","8,451.44","13,456.04","11,509.04",113.93,"1,445.63",253.13,476.28,168.07,40.4,96.35,97.74,66.84,37.84,203.58,98.83,308.18,263.97,415.49,142.84,101.86,43.5,124.76,89.17,114.28,89.87,104.32,259.68,60.85,119.16,"1,115.31",225.11,133.03,246.83
11:28:05,"9,963.20","8,457.15","13,461.97","11,515.45",113.93,"1,447.08",253.13,476.28,168.07,40.4,96.33,97.71,66.84,37.84,203.58,98.83,308.18,263.97,415.8,143.08,101.86,43.49,124.76,89.17,114.29,89.87,104.32,259.68,60.83,119.16,"1,115.48",225.11,133.63,246.85
11:28:10,"9,960.52","8,454.54","13,456.83","11,509.26",113.85,"1,445.63",253.24,476.25,168.12,40.4,96.33,97.71,66.84,37.84,203.58,98.8,307.88,263.97,415.72,143.08,101.82,43.43,124.74,89.17,114.29,89.87,104.32,259.68,60.85,119.16,"1,115.48",225.11,133.03,246.85
11:28:15,"9,955.64","8,450.02","13,456.18","11,509.38",113.85,"1,445.63",253.24,476.25,168.13,40.4,96.33,97.71,66.84,37.84,203.58,98.8,307.88,263.97,415.37,142.82,101.82,43.45,124.74,89.09,114.29,89.87,104.32,259.68,60.85,119.16,"1,115.27",225.11,133.03,246.87
11:28:20,"9,955.80","8,449.96","13,458.12","11,510.94",113.85,"1,447.18",253.24,476.25,168.12,40.4,96.33,97.71,66.84,37.84,203.58,98.93,307.88,263.97,415.34,142.84,101.83,43.45,124.47,89.17,114.35,89.87,104.32,259.68,60.84,119.16,"1,115.45",225.11,133.03,246.87
11:28:25,"9,956.03","8,450.51","13,456.50","11,510.20",113.85,"1,447.18",253.16,476.25,168.12,40.4,96.32,97.69,66.84,37.84,203.7,98.93,307.88,263.97,415.39,142.84,101.81,43.44,124.76,89.1,114.33,89.87,104.32,259.68,60.84,119.16,"1,115.17",225.11,133.03,246.88
11:28:30,"9,960.70","8,454.72","13,457.14","11,509.68",113.85,"1,447.18",253.16,476.35,168.11,40.4,96.33,97.71,66.84,37.84,203.58,98.8,307.88,264.16,415.73,143.09,101.81,43.45,124.76,89.1,114.33,89.87,104.31,259.67,60.84,119.16,"1,115.47",225.11,133.03,246.88
11:28:35,"9,960.73","8,454.70","13,462.28","11,515.67",113.85,"1,447.18",253.16,476.35,168.11,40.4,96.32,97.69,66.84,37.84,203.58,98.81,307.88,264.18,415.6,142.84,101.8,43.44,124.76,89.1,114.33,89.81,104.69,259.71,60.84,119.16,"1,115.52",225.11,133.62,246.88
11:28:40,"9,960.95","8,455.07","13,456.74","11,509.60",113.85,"1,447.29",253.16,476.35,168.11,40.4,96.32,97.69,66.84,37.84,203.58,98.81,307.92,264.08,415.76,143.09,101.82,43.44,124.76,89.18,114.33,89.81,104.31,259.67,60.84,119.1,"1,115.38",225.11,133.03,246.88
11:28:45,"9,955.82","8,450.07","13,455.92","11,508.59",113.85,"1,445.84",253.16,476.35,168.11,40.4,96.32,97.69,66.84,37.85,203.58,98.81,307.63,264.08,415.39,142.84,101.82,43.44,124.77,89.1,114.33,89.81,104.31,259.72,60.84,119.1,"1,115.38",225.12,133.03,246.88
11:28:50,"9,956.62","8,450.85","13,456.52","11,509.33",113.85,"1,447.29",253.05,476.35,168.12,40.4,96.32,97.69,66.84,37.85,203.58,98.94,307.63,264.08,415.44,142.83,101.82,43.45,124.76,89.17,114.33,89.81,104.33,259.72,60.84,119.1,"1,115.38",225.12,133.03,246.88
11:28:55,"9,956.87","8,451.08","13,457.34","11,510.27",113.85,"1,447.29",253.16,476.35,168.12,40.4,96.32,97.69,66.84,37.85,203.58,98.94,307.63,264.08,415.44,142.83,101.82,43.45,124.77,89.17,114.33,89.81,104.33,259.7,60.84,119.1,"1,115.39",225.12,133.03,246.88
11:29:00,"9,961.08","8,455.26","13,456.99","11,510.11",113.85,"1,447.29",253.24,476.35,168.12,40.4,96.33,97.69,66.85,37.85,203.58,98.81,307.63,264.08,415.76,142.83,101.83,43.45,125.04,89.18,114.28,89.81,104.71,259.69,60.84,119.1,"1,115.33",225.12,133.03,246.88
11:29:05,"9,957.33","8,451.95","13,455.93","11,510.14",113.85,"1,447.29",253.24,476.35,168.12,40.4,96.33,97.69,66.85,37.85,203.58,98.81,307.63,264.08,415.51,142.84,101.86,43.44,125.01,89.09,114.28,89.81,104.33,259.7,60.84,119.1,"1,115.02",225.12,133.03,246.88
11:29:10,"9,959.17","8,453.73","13,455.13","11,509.13",113.85,"1,447.30",253.15,476.35,168.09,40.4,96.33,97.69,66.85,37.85,203.58,98.81,307.63,264.08,415.66,143.08,101.85,43.45,124.63,89.07,114.28,89.76,104.31,259.7,60.84,119.1,"1,115.03",225.12,133.03,246.88
11:29:15,"9,961.11","8,455.62","13,459.39","11,514.27",113.85,"1,447.30",253.07,476.35,168.05,40.48,96.33,97.69,66.85,37.85,203.58,98.8,307.63,264.08,415.7,143.08,101.84,43.45,124.74,89.07,114.28,89.76,104.31,259.67,60.84,119.1,"1,115.03",225.12,133.62,246.87
11:29:20,"9,961.06","8,455.38","13,460.01","11,514.27",113.85,"1,447.53",253.07,476.36,168.09,40.4,96.34,97.71,66.85,37.85,203.58,98.8,307.63,264.08,415.69,143.08,101.83,43.44,124.74,89.07,114.28,89.76,104.31,259.67,60.82,119.1,"1,115.20",225.12,133.62,246.87
11:29:25,"9,963.75","8,458.23","13,459.36","11,514.33",113.85,"1,447.52",253.07,476.36,168.08,40.4,96.34,97.71,66.85,37.85,203.7,98.81,307.63,264.08,415.9,143.08,101.82,43.44,124.73,89.07,114.28,89.76,104.69,259.65,60.84,119.1,"1,115.00",225.11,133.62,246.87
11:29:30,"9,960.26","8,455.02","13,454.28","11,508.96",113.82,"1,447.52",253.07,476.36,168.04,40.4,96.34,97.71,66.85,37.85,203.58,98.94,307.63,264.06,415.77,143.09,101.84,43.45,124.76,89.17,114.28,89.76,104.31,259.75,60.84,119.1,"1,114.82",225.11,133.03,246.81
11:29:35,"9,959.98","8,454.35","13,455.03","11,508.39",113.85,"1,447.52",253.15,476.36,168.04,40.4,96.34,97.71,66.85,37.86,203.58,98.81,307.63,264.06,415.73,142.83,101.82,43.44,125.02,89.17,114.28,89.76,104.69,259.72,60.81,119.1,"1,115.17",225.11,133.03,246.78
11:29:40,"9,961.36","8,456.16","13,458.96","11,514.83",113.85,"1,446.06",253.23,476.62,168.07,40.4,96.34,97.71,66.85,37.86,203.58,98.81,307.63,264.15,415.73,143.1,101.83,43.44,124.76,89.08,114.28,89.76,104.32,259.72,60.79,119.1,"1,114.77",225.11,133.62,246.77
11:29:45,"9,957.64","8,452.25","13,460.25","11,515.31",113.85,"1,447.52",253.13,476.62,168.11,40.4,96.34,97.71,66.85,37.86,203.58,98.81,307.89,264.2,415.42,142.84,101.82,43.45,124.76,89.16,114.28,89.76,104.32,259.72,60.8,119.1,"1,115.02",225.11,133.62,246.77
11:29:50,"9,958.63","8,453.37","13,455.25","11,509.91",113.85,"1,447.52",253.23,476.63,168.08,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.59,264.2,415.62,142.83,101.85,43.46,124.64,89.16,114.28,89.76,104.71,259.72,60.81,119.1,"1,114.87",225.11,133.03,246.77
11:29:55,"9,963.55","8,458.00","13,455.97","11,510.14",113.85,"1,447.52",253.23,476.62,168.08,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.58,264.2,415.97,143.09,101.82,43.44,124.75,89.16,114.28,89.81,104.71,259.72,60.84,119.1,"1,115.03",225.11,133.03,246.77
11:30:00,"9,962.54","8,456.66","13,457.82","11,511.03",113.85,"1,447.52",253.23,476.62,168.05,40.4,96.34,97.71,66.85,37.86,203.7,98.94,307.58,264.2,415.85,143.08,101.84,43.44,125.02,89.16,114.34,89.81,104.33,259.73,60.84,119.1,"1,115.35",225.11,133.03,246.77
11:30:05,"9,958.38","8,452.67","13,454.94","11,507.83",113.82,"1,446.06",253.23,476.39,168.02,40.4,96.33,97.7,66.85,37.86,203.7,98.81,307.58,263.68,415.61,142.84,101.82,43.44,124.73,89.07,114.34,89.81,104.71,259.73,60.84,119.16,"1,115.28",225.12,133.03,246.76
11:30:10,"9,963.46","8,458.09","13,453.63","11,507.99",113.82,"1,446.06",253.23,476.38,168.02,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.58,263.68,416.02,143.09,101.81,43.44,125,89.06,114.34,89.81,104.71,259.73,60.84,119.16,"1,114.87",225.15,133.03,246.76
11:30:15,"9,962.22","8,455.81","13,461.89","11,513.92",113.82,"1,447.52",253.15,476.39,168.01,40.48,96.34,97.71,66.85,37.86,203.7,98.81,307.58,263.68,415.73,143.1,101.83,43.44,124.75,89.06,114.34,89.81,104.33,259.72,60.84,119.16,"1,115.82",225.12,133.62,246.76
11:30:20,"9,956.82","8,451.27","13,459.09","11,513.26",113.82,"1,447.52",253.15,476.15,167.98,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.58,263.68,415.39,142.84,101.83,43.44,124.75,89.06,114.34,89.81,104.33,259.73,60.84,119.16,"1,115.18",225.15,133.62,246.75
11:30:25,"9,955.31","8,449.96","13,459.52","11,514.39",113.82,"1,447.52",253.23,476.29,167.98,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.58,263.68,415.27,142.83,101.81,43.44,124.48,89.06,114.34,89.76,104.33,259.78,60.84,119.16,"1,115.04",225.15,133.62,246.75
11:30:30,"9,961.28","8,455.80","13,459.52","11,514.46",113.82,"1,447.52",253.24,476.29,167.97,40.4,96.34,97.71,66.85,37.86,203.7,98.81,307.58,263.68,415.71,143.08,101.84,43.45,124.75,89.05,114.34,89.76,104.33,259.8,60.84,119.16,"1,115.02",225.15,133.62,246.75
11:30:35,"9,956.42","8,450.86","13,459.37","11,513.54",113.82,"1,447.40",253.14,476.29,167.98,40.4,96.34,97.71,66.85,37.86,203.7,98.82,307.58,263.68,415.35,142.83,101.86,43.45,124.63,89.07,114.34,89.76,104.33,259.8,60.84,119.16,"1,115.19",225.15,133.62,246.75
11:30:40,"9,960.91","8,455.33","13,459.74","11,514.32",113.82,"1,447.40",253.14,476.32,167.98,40.32,96.34,97.71,66.85,37.86,203.7,98.95,307.61,263.68,415.68,143.08,101.86,43.44,124.63,89.09,114.35,89.76,104.33,259.8,60.84,119.16,"1,115.11",225.13,133.62,246.73
11:30:45,"9,960.93","8,455.50","13,459.44","11,514.49",113.82,"1,447.40",253.17,476.32,168,40.32,96.34,97.71,66.85,37.86,203.57,98.95,307.61,263.68,415.69,143.1,101.83,43.44,124.63,89.09,114.37,89.75,104.33,259.8,60.85,119.16,"1,114.99",225.11,133.62,246.73
11:30:50,"9,961.82","8,455.84","13,461.39","11,514.86",113.82,"1,446.02",253.25,476.37,168.01,40.4,96.34,97.71,66.85,37.86,203.7,98.95,307.58,263.68,415.71,143.08,101.8,43.45,124.74,89.09,114.35,89.75,104.33,259.8,60.85,119.16,"1,115.45",225.11,133.62,246.73
11:30:55,"9,959.45","8,453.64","13,460.20","11,513.88",113.82,"1,446.02",253.25,476.35,168.01,40.4,96.34,97.71,66.85,37.86,203.58,98.81,307.58,263.66,415.56,143.08,101.8,43.44,124.36,89.09,114.35,89.75,104.33,259.81,60.85,119.16,"1,115.35",225.13,133.62,246.74
11:31:00,"9,961.67","8,456.00","13,455.33","11,508.76",113.82,"1,446.02",253.24,476.45,167.97,40.4,96.33,97.7,66.85,37.86,203.58,98.95,307.58,263.66,415.85,143.08,101.83,43.46,124.48,89.09,114.29,89.75,104.7,259.81,60.85,119.16,"1,115.17",225.13,133.03,246.74
11:31:05,"9,957.74","8,451.78","13,456.53","11,508.73",113.89,"1,447.48",253.16,476.45,167.97,40.4,96.33,97.7,66.85,37.76,203.58,98.95,307.55,263.66,415.52,142.83,101.85,43.47,124.48,89.09,114.29,89.75,104.69,259.81,60.85,119.16,"1,115.52",225.13,133.03,246.74
11:31:10,"9,957.28","8,451.30","13,456.12","11,508.10",113.89,"1,447.48",253.05,476.45,167.98,40.4,96.33,97.7,66.85,37.76,203.58,98.95,307.85,263.7,415.5,142.82,101.85,43.46,124.46,89.08,114.29,89.75,104.69,259.81,60.85,119.16,"1,115.55",225.11,133.03,246.72
11:31:15,"9,962.45","8,456.55","13,455.02","11,507.54",113.82,"1,447.25",253.13,476.35,168.03,40.4,96.33,97.7,66.85,37.76,203.46,98.81,307.85,263.7,415.91,143.08,101.85,43.44,124.73,89.07,114.29,89.75,104.69,259.81,60.85,119.16,"1,115.37",225.11,133.03,246.72
11:31:20,"9,964.01","8,458.07","13,461.54","11,515.40",113.82,"1,447.25",253.24,476.35,168.03,40.4,96.33,97.7,66.85,37.76,203.46,98.95,307.85,263.7,415.87,143.08,101.85,43.44,124.6,89.06,114.29,89.83,104.69,259.81,60.85,119.16,"1,115.37",225.11,133.62,246.72
11:31:25,"9,965.97","8,460.00","13,462.55","11,516.68",113.82,"1,447.19",253.34,476.35,168.03,40.4,96.34,97.71,66.85,37.76,203.46,98.95,307.85,263.7,415.99,143.08,101.85,43.48,124.72,89.16,114.29,89.83,104.71,259.86,60.85,119.16,"1,115.36",225.11,133.62,246.76
11:31:30,"9,956.81","8,451.07","13,457.25","11,510.33",113.82,"1,447.19",253.32,476.35,168.02,40.4,96.34,97.71,66.85,37.76,203.43,98.95,307.85,263.7,415.43,142.83,101.86,43.46,124.72,89.16,114.3,89.83,104.33,259.83,60.85,119.16,"1,115.35",225.11,133.03,246.74
11:31:35,"9,956.44","8,450.59","13,457.54","11,510.20",113.82,"1,447.19",253.32,476.35,167.99,40.32,96.34,97.71,66.85,37.76,203.43,98.95,307.85,263.7,415.4,142.84,101.87,43.44,124.6,89.17,114.29,89.83,104.33,259.83,60.87,119.16,"1,115.46",225.13,133.03,246.74
11:31:40,"9,959.59","8,453.64","13,456.11","11,508.43",113.82,"1,447.19",253.23,476.35,167.99,40.32,96.34,97.71,66.85,37.76,203.43,98.81,307.85,263.7,415.67,142.84,101.87,43.45,124.75,89.18,114.29,89.83,104.71,259.83,60.87,119.16,"1,115.47",225.13,133.03,246.74
11:31:45,"9,960.42","8,454.75","13,461.00","11,515.47",113.9,"1,447.19",253.23,476.3,167.99,40.4,96.34,97.71,66.85,37.76,203.43,98.95,307.85,263.7,415.61,143.07,101.87,43.44,124.36,89.18,114.29,89.83,104.33,259.84,60.84,119.16,"1,115.20",225.13,133.62,246.73
11:31:50,"9,956.68","8,450.60","13,461.76","11,514.50",113.9,"1,447.19",253.24,476.3,168.03,40.32,96.34,97.71,66.85,37.76,203.43,98.81,307.85,263.7,415.31,142.81,101.86,43.46,124.48,89.17,114.33,89.83,104.31,259.84,60.84,119.17,"1,115.65",225.11,133.62,246.74
11:31:55,"9,958.15","8,452.23","13,460.82","11,514.06",113.82,"1,447.19",253.23,476.3,167.97,40.32,96.34,97.71,66.85,37.76,203.55,98.81,307.85,263.7,415.45,142.83,101.89,43.46,124.75,89.17,114.29,89.83,104.31,259.84,60.84,119.17,"1,115.48",225.11,133.62,246.74
11:32:00,"9,959.44","8,453.36","13,456.18","11,508.03",113.9,"1,447.19",253.23,476.3,167.97,40.32,96.34,97.71,66.85,37.76,203.55,98.81,307.85,263.65,415.66,142.83,101.86,43.46,124.74,89.17,114.29,89.76,104.69,259.84,60.81,119.17,"1,115.59",225.11,133.03,246.74
11:32:05,"9,959.58","8,454.00","13,456.89","11,510.75",113.9,"1,447.25",253.23,476.3,167.97,40.4,96.36,97.75,66.85,37.76,203.55,98.95,307.85,263.65,415.65,142.83,101.87,43.46,124.72,89.17,114.29,89.76,104.69,259.83,60.84,119.17,"1,115.15",225.39,133.03,246.82
11:32:10,"9,956.39","8,451.07","13,455.30","11,509.53",113.9,"1,447.25",253.23,476.3,167.97,40.32,96.35,97.74,66.85,37.76,203.55,98.81,307.85,263.65,415.45,142.84,101.87,43.46,124.72,89.18,114.29,89.76,104.31,259.85,60.84,119.17,"1,114.98",225.4,133.03,246.81
11:32:15,"9,956.21","8,450.93","13,455.26","11,509.61",113.9,"1,447.25",253.23,476.3,167.97,40.32,96.36,97.75,66.85,37.76,203.67,98.82,307.85,263.65,415.44,142.84,101.87,43.46,124.72,89.17,114.29,89.76,104.31,259.85,60.83,119.17,"1,114.95",225.4,133.03,246.81
11:32:20,"9,958.96","8,453.45","13,454.67","11,508.32",113.9,"1,447.16",253.14,476.29,167.97,40.32,96.36,97.75,66.85,37.76,203.67,98.82,307.59,263.65,415.66,142.84,101.87,43.46,124.72,89.17,114.29,89.76,104.69,259.8,60.83,119.17,"1,115.09",225.42,133.03,246.81
11:32:25,"9,960.34","8,454.55","13,455.94","11,508.90",113.9,"1,447.16",253.25,476.29,167.97,40.32,96.36,97.75,66.85,37.76,203.65,98.85,307.59,263.55,415.73,143.08,101.86,43.44,124.72,89.17,114.29,89.76,104.31,259.8,60.83,119.17,"1,115.31",225.42,133.03,246.73
11:32:30,"9,956.02","8,449.97","13,456.74","11,508.50",113.9,"1,445.67",253.24,476.65,167.97,40.32,96.36,97.75,66.85,37.76,203.65,98.85,307.59,263.55,415.39,142.82,101.85,43.44,124.72,89.17,114.25,89.76,104.31,259.82,60.83,119.17,"1,115.64",225.42,133.03,246.71
11:32:35,"9,959.64","8,453.74","13,456.07","11,508.55",113.82,"1,445.68",253.23,476.65,168.01,40.32,96.35,97.74,66.85,37.76,203.65,98.85,307.59,263.55,415.68,143.08,101.83,43.44,124.6,89.17,114.31,89.76,104.32,259.82,60.83,119.17,"1,115.43",225.42,133.03,246.75
11:32:40,"9,963.45","8,457.62","13,456.21","11,509.35",113.9,"1,447.13",253.23,476.65,168.01,40.32,96.33,97.7,66.85,37.76,203.67,98.85,307.59,263.55,415.96,143.08,101.82,43.46,124.73,89.17,114.31,89.76,104.69,259.81,60.83,119.17,"1,115.28",225.41,133.03,246.75
11:32:45,"9,956.43","8,450.57","13,456.99","11,509.51",113.9,"1,447.13",253.23,476.49,168.01,40.32,96.33,97.7,66.85,37.76,203.65,98.85,307.88,263.55,415.41,142.83,101.82,43.45,124.73,89.17,114.32,89.76,104.32,259.81,60.83,119.17,"1,115.47",225.41,133.03,246.75
11:32:50,"9,958.58","8,452.65","13,463.02","11,516.72",113.9,"1,447.36",253.24,476.65,168.01,40.32,96.33,97.7,66.85,37.76,203.67,98.85,307.88,263.55,415.42,142.83,101.82,43.45,124.73,89.18,114.32,89.76,104.33,259.81,60.83,119.17,"1,115.48",225.41,133.62,246.93
11:32:55,"9,963.25","8,457.20","13,463.48","11,517.27",113.9,"1,447.36",253.32,476.65,168.02,40.4,96.33,97.7,66.85,37.76,203.67,98.85,307.59,263.55,415.76,143.08,101.85,43.46,124.73,89.19,114.32,89.76,104.32,259.81,60.83,119.17,"1,115.48",225.41,133.62,246.93
11:33:00,"9,960.91","8,455.31","13,461.16","11,515.96",113.9,"1,447.36",253.21,476.39,168.01,40.4,96.33,97.7,66.85,37.76,203.65,98.85,307.59,263.55,415.65,142.83,101.86,43.44,124.73,89.18,114.32,89.76,104.7,259.81,60.83,119.2,"1,115.13",225.41,133.62,246.93
11:33:05,"9,959.37","8,453.87","13,461.00","11,515.98",113.9,"1,447.36",253.32,476.39,168.01,40.32,96.33,97.7,66.85,37.76,203.53,98.85,307.59,263.55,415.53,142.83,101.86,43.44,124.44,89.18,114.32,89.76,104.7,259.82,60.83,119.2,"1,115.08",225.41,133.62,246.79
11:33:10,"9,954.97","8,449.24","13,455.26","11,507.80",113.82,"1,445.91",253.15,476.37,168.05,40.32,96.33,97.7,66.85,37.76,203.41,98.85,307.61,263.55,415.35,142.81,101.84,43.45,124.59,89.18,114.27,89.82,104.32,259.82,60.81,119.2,"1,115.38",225.42,133.03,246.83
11:33:15,"9,959.60","8,453.48","13,456.20","11,507.91",113.9,"1,446.00",253.13,476.37,168.05,40.32,96.33,97.7,66.85,37.76,203.41,98.85,307.61,263.55,415.67,143.07,101.83,43.44,124.61,89.18,114.27,89.82,104.32,259.83,60.81,119.2,"1,115.62",225.42,133.03,246.83
11:33:20,"9,956.55","8,450.34","13,457.67","11,509.03",113.9,"1,447.45",253.15,476.37,168.01,40.32,96.33,97.7,66.85,37.76,203.41,98.85,307.9,263.55,415.4,142.83,101.8,43.45,124.73,89.18,114.27,89.82,104.32,259.83,60.81,119.2,"1,115.78",225.42,133.03,246.83
11:33:25,"9,956.48","8,450.53","13,456.90","11,509.12",113.9,"1,446.00",253.23,476.4,168.01,40.32,96.33,97.7,66.85,37.76,203.41,98.86,307.9,263.55,415.42,142.83,101.84,43.45,124.73,89.18,114.27,89.82,104.32,259.83,60.81,119.2,"1,115.53",225.42,133.03,246.83
11:33:30,"9,958.20","8,452.39","13,456.45","11,509.23",113.9,"1,446.00",253.21,476.41,168.01,40.32,96.34,97.71,66.85,37.76,203.41,98.86,307.9,263.55,415.56,142.83,101.88,43.45,124.46,89.18,114.27,89.82,104.7,259.83,60.83,119.2,"1,115.38",225.42,133.03,246.83
11:33:35,"9,963.88","8,457.93","13,456.76","11,509.61",113.9,"1,445.99",253.24,476.45,168.01,40.39,96.34,97.71,66.85,37.76,203.41,98.85,307.9,263.55,415.98,143.08,101.88,43.46,124.73,89.17,114.27,89.82,104.7,259.81,60.83,119.2,"1,115.38",225.42,133.03,246.83
11:33:40,"9,960.61","8,454.74","13,457.24","11,510.18",113.9,"1,447.44",253.23,476.45,168.02,40.39,96.34,97.71,66.85,37.76,203.41,98.85,307.9,263.55,415.72,143.07,101.88,43.45,124.62,89.17,114.27,89.82,104.33,259.81,60.83,119.2,"1,115.38",225.42,133.03,246.8
11:33:45,"9,965.04","8,459.43","13,460.29","11,515.26",113.93,"1,447.44",253.15,476.45,168.02,40.32,96.34,97.71,66.85,37.76,203.53,98.85,307.9,263.55,415.98,143.08,101.84,43.45,124.74,89.18,114.27,89.82,104.71,259.81,60.84,119.2,"1,115.05",225.42,133.62,246.79
11:33:50,"9,961.81","8,456.45","13,458.87","11,514.15",113.85,"1,445.99",253.12,476.45,168.06,40.32,96.33,97.71,66.84,37.76,203.53,98.85,307.9,263.55,415.77,143.08,101.85,43.45,124.74,89.18,114.27,89.82,104.33,259.81,60.84,119.2,"1,114.90",225.42,133.62,246.79
11:33:55,"9,964.83","8,459.39","13,459.62","11,515.05",113.85,"1,445.99",253.23,476.45,168.06,40.32,96.33,97.71,66.84,37.76,203.53,98.85,307.92,263.55,415.98,143.08,101.83,43.45,124.75,89.17,114.27,89.82,104.71,259.78,60.84,119.2,"1,114.90",225.44,133.62,246.77
11:34:00,"9,961.94","8,456.43","13,460.27","11,515.33",113.85,"1,445.89",253.23,476.45,168.06,40.39,96.33,97.71,66.84,37.76,203.65,98.85,307.92,263.58,415.75,143.07,101.86,43.44,124.75,89.18,114.27,89.82,104.33,259.81,60.84,119.2,"1,115.03",225.44,133.62,246.76
11:34:05,"9,957.45","8,452.01","13,460.11","11,514.97",113.85,"1,445.89",253.21,476.45,168.06,40.38,96.33,97.71,66.84,37.76,203.65,98.85,307.92,263.58,415.41,142.82,101.85,43.49,124.61,89.18,114.27,89.82,104.33,259.81,60.84,119.2,"1,115.07",225.44,133.62,246.73
